cluster,trades_count,trades_per_day,avg_size_usd,mean_pnl,pnl_std,win_rate,pnl_sharpe_like
0,1237.0,325.0,2979.441776198934,120.50731710657195,474.8098365007929,0.48423605497170574,0.2035382718266762
1,4205.0,1664.0833333333335,2903.1874151133306,8.381816706507397,307.0108667876284,0.3336639701069407,0.07120627960536956
2,1510.0,503.33333333333337,6203.017186610179,350.47699757214,2376.788288758755,0.3261028279896204,0.14200691291003997
3,7584.0,4078.6666666666665,22504.5558288549,40.740489150316456,639.402443690789,0.40119320039228507,0.0620388068343539
4,30688.0,11995.333333333332,2527.3423587899965,32.58519767048189,415.94332158293776,0.4479061239025286,0.07845661272524364
